novel_title,allusion_text,start_pos,end_pos,allusion_type,confidence,biblical_source,context,assigned_annotator,data_type
Song of Solomon (1977),Pilate,586592,586598,character_reference,0.7,Pilate,"."" ""Curly, wavy, silky hair. He don't like mine."" Pilate put her hand on Hagar's head and trailed her fing",annotator_2,overlap
Beloved (1987),Paul,110556,110560,character_reference,0.85,Paul,"eplies or rambling incomplete reveries. Even with Paul D, who had shared some of it and to whom she coul",annotator_2,overlap
Song of Solomon (1977),Solomon,491202,491209,character_reference,0.7,Solomon,"ense words accompanied by more rapid twirl- ing: ""Solomon rye balaly shoo; yaraba medina hamlet too""- until",annotator_2,overlap
Song of Solomon (1977),Ruth,219632,219636,thematic_reference,0.9,Ruth,"her way to some modest but respectable work. When Ruth turned the corner, Milkman waited a minute and st",annotator_2,overlap
Beloved (1987),Paul,83977,83981,character_reference,0.85,Paul,"another cupful, and set it carefully before him. Paul D touched its rim but didn't say anything-as thou",annotator_2,overlap
Tar Baby (1981),hope,93353,93357,thematic_reference,0.8,Hope,ou always-except in sleep. So there was peace and hope on the face of this beautiful woman born to two o,annotator_2,unique
Song of Solomon (1977),Pilate,303342,303348,character_reference,0.7,Pilate,"ey too. When I asked Hagar what it was she said, 'Pilate's inheritance.'"" ""And it made a hickey on your he",annotator_2,overlap
Song of Solomon (1977),hope,456216,456220,thematic_reference,0.8,Hope,"d once a week. They come. They'll find me. I just hope it's soon."" He loosened his collar and lit anothe",annotator_2,overlap
Paradise (1998),Mary,452445,452449,character_reference,0.85,Mary,"way. Consolata, however, paid scant attention to Mary Magna's words. She wasn't going anywhere. She wou",annotator_2,unique
Paradise (1998),Luke,586636,586640,thematic_reference,0.9,Luke,"rnold Fleet- wood's house, near the corner of St. Luke, a couple said, “Morning, Deek."" He lifted his ha",annotator_2,overlap
Tar Baby (1981),Gideon,186661,186667,character_reference,0.85,Gideon,"n, ""Somebody's starving to death round here."" And Gideon said, ""Me, Thérèse,"" and she said, “No, not you.",annotator_2,overlap
Paradise (1998),lot,131425,131428,character_reference,0.7,Lot,always misleading. He must have planned to have a lot of good-time company in his fortress: eight bedro,annotator_2,overlap
Paradise (1998),John,586322,586326,thematic_reference,0.9,John,"n white shirt. No shoes. No socks. He entered St. John Street, where he had planted trees fifty feet apa",annotator_2,overlap
Paradise (1998),lot,227463,227466,character_reference,0.7,Lot,"t he had. He didn't have many things but he had a lot of what he stocked. Before he died, he saw his st",annotator_2,unique
Song of Solomon (1977),Pilate,50861,50867,character_reference,0.7,Pilate,"heard the music. They were singing. All of them. Pilate, Reba, and Reba's daughter, Hagar. There was no o",annotator_2,overlap
Song of Solomon (1977),Pilate,382611,382617,character_reference,0.85,Pilate,"o that."" ""Then how did she know?"" ""Who knows what Pilate knows?"" Milkman shook his head. ""Only The Shadow",annotator_2,overlap
Paradise (1998),lot,545092,545095,character_reference,0.7,Lot,ars till she threw him out the door. Take a whole lot of healthy babies to make him for- get that. He's,annotator_2,overlap
Song of Solomon (1977),Mary,352722,352726,character_reference,0.85,Mary,er that the amount of neatly folded bills Michael-Mary handed her each Saturday at 191 noon was within t,annotator_2,overlap
Tar Baby (1981),Paul,472962,472966,character_reference,0.85,Paul,till no Son. Apparently he knew how to call Ernie Paul but not how to call her. She thought of calling E,annotator_2,unique
Song of Solomon (1977),Pilate,319486,319492,character_reference,0.7,Pilate,"as green."" Macon Dead rubbed his hands together. ""Pilate came to this city in 1930. Two years later they c",annotator_2,overlap
Song of Solomon (1977),Solomon,488177,488184,character_reference,0.85,Solomon,"""You want me to see 'bout your car for you?"" Mr. Solomon sounded slightly offended. 263 ""In a minute. I'll",annotator_2,unique
The Bluest Eye (1970),Jesus,72031,72036,character_reference,0.85,Jesus,"ore people than TB. And if you crossed him? Whoa, Jesus! He'd run you as long as there was ground. Well,",annotator_2,overlap
Beloved (1987),Paul,444245,444249,character_reference,0.85,Paul,"you! Tie it!"" ""That make you feel better?"" ""No."" Paul D tossed the bottle on the ground and stared at t",annotator_2,overlap
Beloved (1987),Samson,285583,285589,character_reference,0.7,Samson,"it beyond the point of education. Or Chipper, or Samson. Suppose you beat the hounds past that point that",annotator_2,overlap
Sula (1973),grace,175228,175233,thematic_reference,0.8,Grace,"""Well, everybody know he a reprobate."" away from grace ""Yeh, so how come he tip his hat to Sula? How com",annotator_2,unique
Beloved (1987),Paul,299150,299154,character_reference,0.85,Paul,"promised, to do it."" ""But this ain't her mouth,"" Paul D said. ""This ain't it at all."" Stamp Paid looked",annotator_2,overlap
Paradise (1998),Esther,154274,154280,thematic_reference,0.9,Esther,"There is no 'Beware' on it."" ""You weren't there! Esther was! And you weren't here, either, at the beginni",annotator_2,overlap
Tar Baby (1981),Mary,363861,363865,character_reference,0.85,Mary,"Gideon."" Valerian smiled. ""Well, at least we knew Mary's name. Mary,"" said Jadine. ""Nope,"" said Son. ""No",annotator_2,unique
Beloved (1987),Paul,97660,97664,character_reference,0.85,Paul,"er cup of water. ""She said she was thirsty,"" said Paul D. He took off his cap. ""Mighty thirsty look like",annotator_2,overlap
Song of Solomon (1977),Pilate,265072,265078,character_reference,0.7,Pilate,"ew open wide and she put her hand over her mouth. Pilate leaped up. ""What? What is it?"" She looked down at",annotator_2,overlap
Song of Solomon (1977),Saul,501050,501054,character_reference,0.7,Saul,"in us?"" ""That toothless motherfucker going too?"" ""Saul? No."" ""Cause I might have to knock the rest of th",annotator_2,overlap
A Mercy (2008),Jacob,146050,146055,character_reference,0.85,Jacob,"cksmith, who worried everybody except herself and Jacob, was like an anchor holding the couple in place i",annotator_2,unique
A Mercy (2008),Jacob,33143,33148,character_reference,0.85,Jacob,"when they thought they were not being evaluated, Jacob could see their quick glances, sideways, wary but",annotator_2,overlap
Beloved (1987),Paul,396862,396866,character_reference,0.85,Paul,s house anymore. But when I got downstairs it was Paul D and he didn't come for me; he wanted my mother.,annotator_2,unique
Song of Solomon (1977),Hagar,176388,176393,character_reference,0.85,Hagar,"masculine flippancy. ""Be a long wait."" 97 ""Why?"" Hagar sighed as if her patience was being tried. ""I'd l",annotator_2,overlap
Tar Baby (1981),hope,114997,115001,thematic_reference,0.8,Hope,"ghtness. ""She already knows for sure. The rest is hope and a deter- mination to irritate me."" ""Irritatin",annotator_2,overlap
Song of Solomon (1977),Pilate,301918,301924,character_reference,0.7,Pilate,"use some of it now, when I need it. Don't do like Pilate, put it in a green sack and hang it from the wall",annotator_2,unique
A Mercy (2008),Jacob,26155,26160,character_reference,0.85,Jacob,"w grasp of the English language, but it seemed to Jacob that nothing transpired in the conver- sation tha",annotator_2,unique
The Bluest Eye (1970),Samson,217961,217967,character_reference,0.7,Samson,"white-haired man on the back. ""Can you tell me is Samson Fuller 'round here somewhere?"" ""Fuller?"" The name",annotator_2,overlap
Song of Solomon (1977),Pilate,92887,92893,character_reference,0.7,Pilate,"et, juicy. And we had fruit trees. Apple, cherry. Pilate tried to make me a cherry pie once."" Macon paused",annotator_2,overlap
Tar Baby (1981),last supper,499176,499187,thematic_reference,0.8,Last Supper,"t in case-no explanatory, loophole-laden note. No last supper. New York had agreed with her exit. A cab right a",annotator_2,unique
Song of Solomon (1977),Ruth,16940,16944,thematic_reference,0.9,Ruth,"he steps into the yard for his hour of exercise, Ruth looked for the water mark several times during th",annotator_2,overlap
Tar Baby (1981),lot,175090,175093,character_reference,0.7,Lot,"en I went in there this morning."" go- ""He drank a lot, Jadine says."" She reached in the oven and poked",annotator_2,unique
Song of Solomon (1977),Ruth,367058,367062,thematic_reference,0.9,Ruth,"ter of a wealthy prop- erty owner and the elegant Ruth Foster, granddaughter of the magnificent and wors",annotator_2,overlap
Tar Baby (1981),communion,120332,120341,thematic_reference,0.8,Communion,"Your what?"" ""My cross. The cross I wore. My first communion present. She said for me to take it off. That onl",annotator_2,unique
Song of Solomon (1977),lot,284416,284419,character_reference,0.7,Lot,"ng?"" asked Milkman. ""No. I quit. Feel a hell of a lot better too."" There was another pause before Guita",annotator_2,unique
Beloved (1987),Paul,413962,413966,character_reference,0.85,Paul,"d be hung. And a oil lamp in a cellar was sad, so Paul D sat on the porch steps and got additional warmt",annotator_2,overlap
The Bluest Eye (1970),Cain,85801,85805,character_reference,0.85,Cain,"bay a victim, Pecola Breedlove. Bay Boy, Woodrow Cain, Buddy Wilson, Junie Bug—like a necklace of semip",annotator_2,overlap
Jazz (1992),acts,138273,138277,thematic_reference,0.9,Acts,"s, slashed shoes, ripped socks. Vicious, childish acts of violence to inconvenience him, remind him. But",annotator_2,unique
Song of Solomon (1977),job,301173,301176,thematic_reference,0.9,Job,"g the country; I just want to be on my own. Get a job on my own, live on my own. You did it at sixteen.",annotator_2,unique
Song of Solomon (1977),Pilate,239922,239928,character_reference,0.7,Pilate,"ng time ago. ""Hagar?"" ""Hagar. Shore Hagar."" ""Does Pilate know?"" ""Course she do. Whip her every time, but i",annotator_2,overlap
Song of Solomon (1977),Pilate,87222,87228,character_reference,0.7,Pilate,"ones."" With the quickness of birds, the heads of Pilate and Reba shot up. They peered at Hagar, then exch",annotator_2,overlap
Beloved (1987),Paul,10522,10526,character_reference,0.85,Paul,"they got to do yet."" ""You can't leave right away, Paul D. You got to stay awhile."" ""Well, long enough to",annotator_2,overlap
Song of Solomon (1977),Hagar,580647,580652,character_reference,0.7,Hagar,"e coming. This is my eighth today."" No one spoke. Hagar stared. ""Well,"" said Marcelline. ""Since it's you,",annotator_2,unique
Beloved (1987),Paul,428718,428722,character_reference,0.85,Paul,"She must be there still."" ""I can't leave without Paul A.” ""I can't help you."" ""Should I go back and loo",annotator_2,unique
Song of Solomon (1977),Pilate,576429,576435,character_reference,0.85,Pilate,"They looked at each other. ""What you need?"" asked Pilate. ""I need everything,"" she said, and everything is",annotator_2,unique
Beloved (1987),Paul,99012,99016,character_reference,0.85,Paul,"he name. ""Beloved. You use a last name, Beloved?"" Paul D asked her. ""Last?"" She seemed puzzled. Then ""No",annotator_2,overlap
Song of Solomon (1977),Hagar,323932,323937,character_reference,0.85,Hagar,"dy in that house got a gun."" ""You don't know what Hagar's got."" ""Look, Milk. She's been trying to kill yo",annotator_2,overlap
Paradise (1998),Mary,481675,481679,character_reference,0.85,Mary,"d, the more dazzling her ""“in sight"" became. When Mary Magna died, Consolata, fifty-four years old, was",annotator_2,unique
Song of Solomon (1977),hope,417809,417813,thematic_reference,0.8,Hope,"ter too if I let you. Why you trust me?"" ""Baby, I hope I never have to ask myself that question."" It end",annotator_2,overlap
A Mercy (2008),hope,175236,175240,thematic_reference,0.8,Hope,the post road that takes me to the hamlet where I hope you are. I say thank you and lift her hand to kis,annotator_2,overlap
Song of Solomon (1977),Ruth,242101,242105,thematic_reference,0.9,Ruth,ause the fuzz made her sick. She listened to what Ruth said and sent Reba to the store for a box of Argo,annotator_2,unique
Song of Solomon (1977),job,402644,402647,thematic_reference,0.9,Job,"rbidden her to leave the house, made her quit her job, evicted the man, garnisheed his wages, and it is",annotator_2,overlap
Song of Solomon (1977),Pilate,171543,171549,character_reference,0.7,Pilate,"known not to fool with anything that belonged to Pilate, who never bothered anybody, was helpful to every",annotator_2,unique
Song of Solomon (1977),Jesus,32901,32906,character_reference,0.85,Jesus,"e of the man that killed Jesus, do you?"" ""I asked Jesus to save me my wife."" ""Careful, Macon."" ""I asked h",annotator_2,overlap
Beloved (1987),Loaves and fishes,261811,261828,thematic_reference,0.8,Loaves And Fishes,"dding, raised bread, shortbread—it made them mad. Loaves and fishes were His powers-they did not belong to an ex- sla",annotator_2,overlap
